,sex,age,educyr,farm,urban,hhsize,rlfood,exp12m,commune
5599,male,41,4.0,yes,no,6,8920.684854168738,675.9999485949585,182
5600,male,31,12.0,yes,no,3,4452.580078203202,1429.9989657472215,182
5602,male,51,6.0,no,no,6,3915.671055521488,162.99996726850102,182
5603,male,38,7.0,yes,no,7,10781.855996444434,476.0000693858491,182
5604,male,39,4.0,yes,no,5,9090.234641639207,1965.9994088099072,182
5605,female,39,3.0,no,no,2,3301.8229367143053,25.999986011445234,182
5606,male,66,3.0,yes,no,5,5163.970296930253,36430.07686728602,182
5607,female,64,3.0,yes,no,8,10749.78464143226,8.00000366656215,182
5608,male,52,5.0,yes,no,5,9623.564450189006,2710.000233402156,182
5609,male,32,9.0,yes,no,5,3776.6324300017927,211.99994176954138,182
5610,male,57,5.0,yes,no,2,3531.0939402264603,549.999846975437,182
5611,female,49,0.0,yes,no,6,4646.562602728329,857.9999146393322,182
5613,male,45,6.0,yes,no,10,6320.338210318715,32.000003110408905,182
5614,male,65,3.0,yes,no,7,6545.761369519545,6507.9969520509685,182
5615,male,34,3.0,yes,no,5,6031.2405605746335,39.999981835446675,182
5616,male,33,9.0,no,no,3,7533.115648816767,390.00010174177345,182
5617,male,37,5.0,no,no,5,5263.255338776847,195.00008608008832,183
5618,male,37,2.0,yes,no,4,4202.101347558591,454.99980937735745,183
5621,female,58,4.0,yes,no,6,6084.622708706575,36399.852448355145,183
5622,male,37,3.0,yes,no,9,3904.300824420715,130.00007144079393,183
5624,male,52,4.0,yes,no,5,5331.633803891422,769.9996035673505,183
5625,male,41,3.0,yes,no,10,6752.026763118888,1645.0005540369618,183
5626,male,37,5.0,no,no,4,2650.44280169314,195.00008608008832,183
5627,male,29,13.0,yes,no,4,5023.835676951637,549.999846975437,183
5628,male,48,12.0,yes,no,5,7528.52184952222,84.00001689716338,183
5631,male,74,5.0,yes,no,3,2696.7914675544434,1300.0005935156187,183
5633,male,53,4.0,no,no,5,5671.256629818912,572.0000049307557,183
5634,female,51,5.0,yes,no,4,5696.407545768188,7149.995454831864,183
5637,male,58,5.0,yes,no,7,5740.198094758037,415.9998917313286,183
5638,male,69,3.0,yes,no,6,5381.567674379039,3500.002633829726,183
5639,male,45,3.0,yes,no,4,2595.9764340759093,650.0004141218382,183
5640,male,60,9.0,yes,no,9,9274.166331132232,2860.000275092264,183
5642,male,36,3.0,yes,no,5,4499.551481440734,2000.001080916127,183
5647,male,44,2.0,yes,no,5,5505.51722368834,871.0000201614704,183
5649,male,38,10.0,yes,no,5,3327.6212886894727,260.0000959359805,184
5650,male,38,9.0,no,no,5,6474.599296873089,3900.0006547408775,184
5652,male,37,7.0,yes,no,5,4069.3273723498255,11449.999897151694,184
5654,female,55,5.0,no,no,5,4813.4963936404065,78.00001351821305,184
5655,male,32,6.0,no,no,4,4327.386244284706,520.000097980763,184
5657,male,47,0.0,no,no,6,4291.085456152296,2600.000717575207,184
5658,male,30,6.0,yes,no,5,3988.0592976869098,1365.0003991000415,184
5661,female,38,4.0,no,no,4,4150.491334200477,390.00010174177345,184
5662,female,50,0.0,yes,no,4,3762.376181709927,1369.999974213626,184
5663,male,56,6.0,yes,no,4,5029.038038635044,99.99998140119261,184
5667,male,49,5.0,yes,no,3,2900.327672184272,900.0002130081454,184
5668,male,64,5.0,yes,no,6,5075.290278458132,1300.0005935156187,184
5670,female,50,0.0,yes,no,4,4592.863661915194,338.0000353267414,184
5672,male,38,0.0,no,no,5,4177.8874373535655,390.00010174177345,184
5673,female,50,0.0,yes,no,2,2310.196812262149,126.00001172411429,184
5675,male,41,3.0,yes,no,7,6840.253012061829,910.0003644451576,184
5676,male,61,5.0,yes,no,5,4474.858454816025,130.00007144079393,184
5677,male,54,7.0,no,no,6,6279.106674120639,7799.99990111407,184
5681,male,40,5.0,no,no,7,11484.631163732709,2730.000305271332,185
5682,male,38,8.0,yes,no,5,15891.441931475983,155.99999886907224,185
5683,female,38,4.0,yes,no,6,6857.848213408945,324.9999407428408,185
5684,male,40,9.0,no,no,5,10789.308833596662,1157.0003156369594,185
5685,male,31,0.0,no,no,4,6482.438303664992,546.000013243282,185
5686,male,34,8.0,no,no,4,6547.908731396841,338.0000353267414,185
5687,male,63,5.0,yes,no,8,13737.20329089987,311.99994140344694,185
5688,male,62,5.0,yes,no,7,14429.081534220248,585.0000893693707,185
5689,male,40,1.0,no,no,5,9545.17432994621,117.00000762866277,185
5690,male,44,0.0,yes,no,5,10464.815452607,1211.9997980453538,185
5691,male,37,2.0,no,no,6,9706.208390395215,273.0000559145118,185
5692,male,45,12.0,yes,no,6,8700.728180080941,4042.998909842507,185
5693,male,59,1.0,no,no,9,8177.46925746175,130.00007144079393,185
5695,male,34,4.0,no,no,6,4537.016879195998,1534.0000277236727,185
5696,male,44,6.0,yes,no,6,10488.20949524047,78.00001351821305,185
5697,male,29,5.0,yes,no,4,10274.876296275077,207.9999834221266,185
5698,male,36,0.0,yes,no,5,8945.429406598028,585.0000893693707,185
5699,male,64,2.0,no,no,5,8205.131252133797,221.00006596458653,185
5700,female,59,0.0,no,no,8,9637.933525012973,260.0000959359805,185
5701,male,71,0.0,yes,no,10,8217.661840832092,4562.99734922903,185
5702,male,67,5.0,no,no,5,8034.049691092594,650.0004141218382,185
5703,male,43,4.0,yes,no,9,9064.618161334336,586.0001233078834,185
5704,male,30,0.0,no,no,7,2973.8092923570434,1754.9997614955755,185
5706,male,41,4.0,yes,no,6,7652.1734685199945,390.00010174177345,185
5707,male,38,0.0,yes,no,9,7574.96492497111,2070.000235443024,185
5708,male,61,3.0,yes,no,7,16068.385709270016,15695.008329714557,185
5709,male,57,0.0,yes,no,6,8762.58296950112,585.0000893693707,185
5711,male,74,5.0,yes,no,6,7061.671084499325,1169.999967483592,186
5712,male,35,6.0,yes,no,5,9413.320127009503,6629.999448517232,186
5713,male,58,5.0,yes,no,6,7416.666674630121,1184.9999365204626,186
5714,male,69,0.0,no,no,4,3968.859290398303,1365.0003991000415,186
5715,male,63,3.0,yes,no,9,12329.894009822601,2339.999512456963,186
5716,male,69,4.0,yes,no,5,5813.755345522878,6729.997155641656,186
5717,male,30,9.0,yes,no,5,10810.15230712747,1794.9994598444098,186
5718,male,36,7.0,yes,no,5,8059.412967243236,6985.005087239783,186
5719,female,62,1.0,no,no,4,4627.43038234217,117.00000762866277,186
5720,male,36,2.0,no,no,5,5915.918218782901,4289.99994885435,186
5722,male,38,5.0,no,no,5,3686.6298502922064,4536.998731164774,186
5723,male,63,5.0,yes,no,5,10622.32290327349,3509.9988892258853,186
5724,male,73,3.0,yes,no,4,6251.5705552331565,1694.9999664143377,186
5725,male,38,5.0,yes,no,4,8909.621150712623,104.00001048929774,186
5726,male,56,7.0,yes,no,3,5938.399906153461,130.00007144079393,186
5727,male,45,0.0,yes,no,7,8553.681037664146,611.0000249461559,186
5728,female,61,6.0,yes,no,1,2456.542125384412,311.99994140344694,186
5729,female,47,0.0,yes,no,7,6043.883210543329,3041.9985616842177,186
5730,male,30,10.0,yes,no,4,8972.521327462586,155.99999886907224,186
5731,male,67,0.0,yes,no,3,4799.811858586585,7614.997979517937,186
5732,male,34,3.0,yes,no,7,13983.718953856107,675.9999485949585,186
5733,female,51,2.0,no,no,2,5475.621148333773,130.00007144079393,186
5734,male,66,5.0,yes,no,4,9591.935765398177,1105.0004265832847,186
5735,male,58,5.0,yes,no,2,4612.789266561339,5200.000496238527,186
5736,male,68,0.0,yes,no,6,8334.32659933804,2079.9996407936746,186
5737,male,77,0.0,yes,no,6,10972.824554206563,688.9998132716146,186
5738,female,63,0.0,yes,no,5,5082.222780044158,1169.999967483592,186
5739,female,66,0.0,no,no,4,5650.0009936063425,64.99998245678597,186
5740,male,70,2.0,no,no,9,6364.990382546327,324.9999407428408,186
5741,male,36,17.0,yes,no,4,7096.116914734248,155.99999886907224,186
5742,male,39,0.0,no,no,5,8145.419306953239,390.00010174177345,186
5743,male,34,4.0,yes,no,5,7486.038265053491,2415.9986493242095,187
5744,male,67,5.0,yes,no,10,10350.219435848281,1040.0000081791652,187
5745,male,43,5.0,yes,no,7,6412.7661917405885,1690.0003246200993,187
5746,male,41,5.0,yes,no,6,12297.435208707577,195.00008608008832,187
5747,male,65,3.0,yes,no,12,15021.608347826888,195.00008608008832,187
5748,male,60,0.0,no,no,4,5182.469711952269,1091.9998293151164,187
5749,male,41,2.0,yes,no,6,5560.653965376451,143.00005287284299,187
5750,male,47,4.0,yes,no,6,8469.3411642625,1950.0006794624235,187
5751,female,62,0.0,yes,no,3,4723.871616097867,117.00000762866277,187
5752,female,54,0.0,yes,no,5,5246.843832259897,663.0000065067735,187
5753,male,38,2.0,yes,no,6,6384.969553413095,326.9999441166028,187
5754,male,38,6.0,no,no,4,6310.221134447265,3185.001375900346,187
5755,female,58,0.0,no,no,4,4936.337803829908,155.99999886907224,187
5756,male,64,2.0,yes,no,6,6972.86871902372,650.0004141218382,187
5757,female,39,0.0,no,no,3,2823.794988958362,324.9999407428408,187
5758,female,61,3.0,yes,no,6,7767.953314684317,3067.9995014894753,187
5760,male,28,9.0,yes,no,4,4601.943531066832,1049.000410792365,187
5761,male,43,0.0,yes,no,8,8230.005813088772,117.00000762866277,187
5762,female,64,0.0,yes,no,5,8713.632218774716,560.0001211116642,187
5763,female,79,3.0,yes,no,10,9867.916342911836,169.00004817800746,187
5764,male,39,0.0,no,no,6,4041.640690402448,1143.9998033009506,187
5765,male,35,2.0,yes,no,5,5783.770010530194,155.99999886907224,187
5766,male,41,4.0,yes,no,6,6582.987838130203,988.0002986251517,187
5767,male,47,2.0,no,no,3,4208.825882446208,844.9994698833542,187
5768,male,32,4.0,no,no,6,8540.074411200638,897.0001237332687,187
5769,female,80,0.0,yes,no,4,6473.82239157272,78.00001351821305,187
5770,male,39,2.0,no,no,6,6796.234582995321,767.0001523513297,187
5771,male,30,2.0,no,no,5,4011.5901988144797,1079.0000374864733,187
5772,male,51,3.0,yes,no,5,6165.459829983447,1079.0000374864733,187
5773,male,50,5.0,yes,no,6,7555.544926241074,182.00005695203214,187
5774,male,42,4.0,no,no,3,4697.313365984033,767.0001523513297,187
5775,male,30,5.0,yes,no,3,2778.0013242332207,442.0000521216605,188
5776,male,38,2.0,no,no,8,4863.044689211732,776.9997277643853,188
5777,male,67,3.0,yes,no,4,6143.248789387795,1665.0009949800815,188
5778,male,43,7.0,yes,no,7,6205.709286687614,4367.9977398893125,188
5779,male,52,5.0,no,no,7,4743.587571354321,1950.0006794624235,188
5780,male,37,6.0,yes,no,5,3804.139138921853,1500.0009193648302,188
5781,female,72,0.0,yes,no,4,5561.96643457755,7397.001541624703,188
5782,male,67,0.0,yes,no,4,7632.234969023137,2210.000454128972,188
5783,male,49,10.0,yes,no,5,6990.203864730101,1535.0005218673975,188
5784,male,69,2.0,yes,no,6,4668.751639286521,585.0000893693707,188
5785,female,43,2.0,yes,no,3,3805.7181842937584,364.00004818022944,188
5786,male,45,5.0,no,no,3,5490.59550787081,155.99999886907224,188
5787,male,79,3.0,yes,no,3,5148.239033799222,4680.00285989415,188
5788,female,58,3.0,no,no,5,5318.363913602662,338.0000353267414,188
5789,female,72,3.0,no,no,2,2464.4378309487283,114.99998523822724,188
5790,female,41,3.0,yes,no,6,5795.024595342718,1021.000185653893,188
5791,male,47,6.0,yes,no,6,3282.5341179014636,390.00010174177345,188
5792,male,18,4.0,yes,no,3,6889.597883721594,4238.001106846042,188
5793,male,70,1.0,yes,no,9,3746.9108269811654,910.0003644451576,188
5794,male,63,9.0,yes,no,4,4915.830545028622,9524.998095048759,188
5795,female,49,2.0,yes,no,3,3624.7804502270237,3250.0023551985582,188
5797,male,28,9.0,yes,no,6,6977.744458130617,1416.9996603583465,188
5798,female,44,3.0,yes,no,2,4587.506916290748,195.00008608008832,188
5799,male,37,8.0,yes,no,6,2752.4480646771854,390.00010174177345,188
5800,male,45,1.0,no,no,9,8085.955929797112,12759.992893973531,188
5801,male,37,6.0,no,no,5,7054.422471095633,494.000238509224,188
5803,female,66,3.0,yes,no,6,5664.953697526391,600.0002068703479,188
5804,male,36,2.0,yes,no,8,2981.470755912356,130.00007144079393,188
5805,male,47,8.0,yes,no,4,4462.578424271881,182.00005695203214,188
5806,female,85,0.0,no,no,5,6747.355976877233,1677.000399422527,188
5808,male,50,3.0,yes,no,6,5918.373834348684,440.00012015860153,189
5809,male,72,5.0,yes,no,5,12570.373314628829,2456.9990847156323,189
5810,female,61,4.0,yes,no,7,8110.66385411111,558.9997355063622,189
5812,female,67,2.0,no,no,2,3722.21797711604,950.0000146351425,189
5813,male,37,3.0,yes,no,6,4677.911366099467,460.00023483781524,189
5814,male,43,2.0,yes,no,5,5274.689003901985,3418.9986678234877,189
5815,male,40,4.0,yes,no,6,7490.373936264648,727.9999649128137,189
5816,male,42,5.0,yes,no,3,7258.06105620026,39.00001380094624,189
5817,male,41,12.0,yes,no,4,6944.248208409654,844.9994698833542,189
5818,male,40,4.0,yes,no,7,4445.37273799832,1091.9998293151164,189
5819,male,39,5.0,yes,no,5,3810.840319115124,169.00004817800746,189
5820,male,42,5.0,yes,no,8,6689.196223901057,233.99997300629934,189
5821,male,37,6.0,yes,no,5,3717.9027076027864,260.0000959359805,189
5822,male,43,5.0,yes,no,6,7595.057608066586,324.9999407428408,189
5823,male,39,5.0,yes,no,4,6262.063234706943,1455.9996669303828,189
5824,male,38,12.0,yes,no,6,5967.265134485984,572.0000049307557,189
5825,male,49,0.0,yes,no,6,5187.172344302395,24274.94433361636,189
5826,male,49,2.0,yes,no,7,9460.107257653608,5399.998744217369,189
5827,male,35,10.0,yes,no,6,5508.88212258395,585.0000893693707,189
5828,female,49,1.0,yes,no,6,7232.752875400905,5160.000730265917,189
5829,male,65,1.0,no,no,4,3477.562860561993,3769.9989427335977,189
5830,male,34,4.0,yes,no,5,8736.456922354657,1234.999692408373,189
5831,male,47,9.0,yes,no,9,7980.760606503994,2145.000361728288,189
5832,male,42,5.0,no,no,8,4869.049390496929,5850.000349678479,189
5833,male,38,4.0,no,no,6,3095.3987077368297,442.0000521216605,189
5834,male,61,2.0,yes,no,6,7038.054066957467,1447.9991703749192,189
5835,male,37,12.0,yes,no,4,4633.500921942662,1690.0003246200993,189
5836,male,51,3.0,yes,no,8,7715.140685871837,3801.998011370603,189
5837,male,60,7.0,yes,no,4,4993.3934114686035,1091.9998293151164,189
5838,male,49,7.0,yes,no,7,6680.292145963215,611.0000249461559,189
5839,male,67,0.0,yes,no,11,9116.570767294996,1258.9999571381682,190
5840,male,32,4.0,yes,no,7,5320.470402769777,1300.0005935156187,190
5841,female,63,0.0,no,no,7,6506.376662544322,1807.0012819002984,190
5842,male,48,10.0,yes,no,5,6791.709797683811,755.0001893170104,190
5843,male,44,9.0,yes,no,7,6055.232177448833,4289.99994885435,190
5844,female,60,0.0,no,no,7,7059.094044891818,289.0000901355211,190
5845,male,39,0.0,yes,no,9,6217.181823366298,1884.9998117222297,190
5846,male,46,4.0,yes,no,5,3189.055275383968,250.00002053443933,190
5847,male,43,5.0,yes,no,8,7156.097002895118,520.000097980763,190
5849,female,67,0.0,yes,no,5,3881.810703819623,1135.0000795459066,190
5851,male,80,0.0,yes,no,2,3425.2029348769006,903.9996742055308,190
5852,female,42,3.0,no,no,3,2859.0423354639556,1724.9994316721757,190
5853,male,70,0.0,yes,no,5,3764.9467623954115,636.999582400669,190
5855,male,59,3.0,yes,no,6,11165.333120847341,130.00007144079393,190
5856,male,41,7.0,no,no,7,6978.742346935475,6474.003661137449,190
5857,female,65,0.0,yes,no,1,2029.1271414767339,2210.000454128972,190
5858,male,42,4.0,yes,no,6,6949.187324533552,217.9999863119791,190
5859,male,37,2.0,yes,no,5,4458.323154541518,1248.9993628533164,190
5861,male,58,5.0,yes,no,5,10672.130539043892,1205.0001856606843,190
5862,female,51,0.0,yes,no,6,8999.776295915037,910.0003644451576,190
5863,male,36,10.0,yes,no,7,5159.216469760216,910.0003644451576,190
5864,male,37,6.0,yes,no,6,3791.6289202401867,130.00007144079393,190
5865,male,39,4.0,yes,no,5,3371.1088337028064,818.9999313243393,190
5866,male,31,5.0,yes,no,7,3425.624260748901,9030.003192908945,190
5867,male,67,7.0,yes,no,5,4711.4405994465005,1135.0000795459066,190
5868,female,47,3.0,yes,no,2,3253.88842947995,4706.0020269343695,190
5869,male,40,9.0,yes,no,5,4410.070699742379,90.99995390697832,190
5870,male,46,11.0,no,no,5,4914.7147781392305,221.00006596458653,190
5871,male,38,8.0,yes,no,9,6658.8694708246985,3666.0020954874785,191
5872,male,40,4.0,yes,no,11,9796.231011289947,636.999582400669,191
5873,male,35,3.0,no,no,5,4424.3028632400055,2239.000858435552,191
5874,female,65,0.0,no,no,6,4871.88400203415,981.0005301665221,191
5875,male,59,3.0,yes,no,9,5849.198954527403,2290.9984364995744,191
5876,female,66,0.0,yes,no,1,1082.1012156560582,1091.9998293151164,191
5877,female,30,5.0,yes,no,3,4276.315271930272,7687.001004313289,191
5878,male,44,3.0,no,no,7,8070.8654630043075,1928.0010118715584,191
5879,male,31,3.0,yes,no,7,4514.632196664259,2657.0001441161803,191
5880,male,30,1.0,no,no,4,2761.2617222647214,1260.9995763483078,191
5881,male,43,9.0,no,no,6,7106.236089537445,143.00005287284299,191
5882,male,32,8.0,yes,no,5,4149.586625706429,6136.0040310643635,191
5883,male,47,3.0,yes,no,5,5663.469674073204,104.00001048929774,191
5884,male,48,5.0,yes,no,8,6958.17147706964,2305.000102732125,191
5885,male,37,5.0,yes,no,8,5834.174145004057,4934.995302535716,191
5886,male,49,5.0,no,no,7,5361.757006122497,136.00001553989782,191
5887,male,48,5.0,no,no,7,5531.0226218657,2535.000212875915,191
5888,male,70,4.0,no,no,6,9616.09946096608,1091.9998293151164,191
5889,male,57,3.0,yes,no,8,10734.112141509244,270.0000110704391,191
5891,female,42,3.0,no,no,5,8174.329712098171,645.9996745565214,191
5893,male,45,4.0,yes,no,5,6635.862959319651,236.0000460139605,191
5894,male,37,8.0,no,no,6,6307.937247805013,1390.9997330345159,191
5895,male,51,5.0,no,no,10,10467.515723313702,143.00005287284299,191
5896,male,44,3.0,no,no,8,7589.5911347553265,13034.995745799006,191
5897,male,37,4.0,no,no,7,9116.908086653762,3129.9991125380834,191
5898,male,72,4.0,no,no,6,7304.245255822366,910.0003644451576,191
5899,male,26,9.0,yes,no,6,10460.117805169533,324.9999407428408,191
5900,male,20,0.0,no,no,2,3172.7722134831934,78.00001351821305,191
5901,female,64,0.0,no,no,2,3019.588974658917,988.9996720251922,191
5902,male,30,3.0,yes,no,4,4110.491965656665,233.99997300629934,191
5903,male,53,5.0,no,no,9,10297.722157466713,2730.000305271332,192
5904,male,47,5.0,yes,no,5,9899.296767363217,6520.002249917428,192
5905,male,38,4.0,no,no,6,7197.550220829843,611.0000249461559,192
5906,male,70,4.0,yes,no,6,8108.044532729409,663.0000065067735,192
5907,male,45,16.0,no,no,5,9340.181840148312,344.99985612421074,192
5909,male,45,9.0,yes,no,8,8940.457130268875,2600.000717575207,192
5911,female,67,0.0,yes,no,2,3195.3630786653302,650.0004141218382,192
5912,male,59,4.0,no,no,9,10891.674837333261,415.9998917313286,192
5913,female,43,3.0,yes,no,6,7948.837734163549,1310.0007647845146,192
5914,female,53,3.0,yes,no,4,7052.341723392039,104.00001048929774,192
5915,male,55,4.0,yes,no,7,9251.805493998088,3640.000143303938,192
5916,male,50,4.0,yes,no,9,10028.356408691845,324.9999407428408,192
5917,male,24,5.0,no,no,3,3051.614274758817,342.99984662211676,192
5918,female,44,4.0,no,no,3,4699.291351247793,473.9998475165583,192
5919,male,25,7.0,no,no,3,5301.907815728158,3640.000143303938,192
5920,female,43,4.0,yes,no,3,5935.383965115018,585.0000893693707,192
5921,male,41,4.0,no,no,4,6249.795361284939,390.00010174177345,192
5922,male,32,9.0,no,no,3,4780.2780822678715,922.9997835538928,192
5923,female,58,4.0,no,no,4,4350.395328202759,130.00007144079393,192
5924,male,65,3.0,no,no,7,9625.70111865838,130.00007144079393,192
5925,male,41,4.0,yes,no,6,5640.669256769245,130.00007144079393,192
5926,male,26,3.0,no,no,4,5522.307073207375,1824.9995145197845,192
5927,male,31,4.0,no,no,5,5548.922257246176,936.0004900171023,192
5929,male,36,11.0,no,no,4,8123.318240590913,520.000097980763,192
5930,male,34,6.0,yes,no,6,7114.398733029125,260.0000959359805,192
5931,male,49,5.0,no,no,4,4467.154912206146,155.99999886907224,192
5932,male,27,9.0,yes,no,6,6091.532676145677,3703.0015518772166,192
5935,female,39,4.0,yes,no,6,5559.024932429571,1040.0000081791652,193
